-5.856712, 0.861677
-4.675174, -0.103933
-5.014688, -0.129271
-6.544677, -1.102501
-3.924714, 1.604226
-4.099600, 1.342872
-4.430895, 0.217435
-4.869737, -0.145571
-6.101450, -0.812101
-5.229233, -0.849935
-4.757962, 0.031480
-4.027293, -0.186125
-4.965945, -0.059754
-4.573659, 1.767962
-4.785018, 0.470798
-4.461597, 1.210729
-5.208382, 0.587565
-6.027578, -0.161141
-5.994972, 0.453431
-5.094706, 0.357373
-6.479664, -1.253384
-4.008030, 1.191352
-5.491769, 1.813504
-6.194963, 1.332264
-6.150536, 0.325890
-4.595810, -1.798899
-4.944964, 0.168210
-5.390399, -0.035010
-5.075629, -0.049621
-4.376855, 0.187215
3.816976, 1.153991
3.809224, 2.413675
4.722422, -0.339135
3.302249, 1.879359
3.702182, 2.512900
3.047733, 0.738228
4.661716, 1.809401
4.275435, 0.190494
4.045362, 1.022952
4.215051, 0.982241
4.008757, 0.937755
4.403079, 2.207311
4.628334, 1.021810
4.406660, 0.067689
3.513970, -0.748852
3.934426, 0.505746
4.109365, 0.186553
5.350496, 1.677932
3.711730, 1.355379
4.114929, 1.102445
4.378025, 0.560773
3.769574, 0.774450
3.095050, 2.624320
5.489066, 1.628424
3.526396, 2.174947
3.206942, 2.552042
3.794601, -0.594166
3.757767, 0.716175
5.355320, -0.161789
2.937712, 1.187360
0.641459, -6.699505
0.380587, -5.291056
-0.120088, -4.736263
0.754056, -4.375776
0.272422, -3.047613
-0.434218, -4.785950
0.557147, -6.223377
0.976327, -6.169207
0.474822, -4.979246
-1.453113, -5.098274
-0.638732, -4.635200
0.220493, -3.754759
0.924380, -4.133420
-0.560544, -4.086759
0.169086, -5.063395
-0.741583, -3.503011
-0.637094, -5.075570
-0.108525, -5.356902
-0.053401, -4.938366
1.163260, -5.208433
1.317582, -5.316785
-0.000372, -4.966826
-1.024033, -4.982295
-0.142357, -4.569958
-0.280218, -3.740449
0.339408, -4.919897
-1.067161, -5.877923
-0.773361, -5.013019
1.776310, -4.404539
-0.049238, -4.729401
-0.594248, 5.922662
1.046726, 5.905119
1.160662, 4.405796
0.321792, 4.687531
-0.071044, 6.422586
-0.254289, 4.599393
0.266778, 4.406393
-1.404080, 4.492498
-1.276784, 4.759344
0.086912, 6.696222
1.096533, 5.726247
0.907715, 4.315930
0.151858, 4.890277
-0.492896, 4.454185
-0.281470, 5.449560
-0.284863, 5.396203
-0.292878, 3.076144
0.627551, 4.526414
1.353620, 3.837803
0.235558, 3.759897
-0.997546, 3.762340
0.868034, 5.507043
0.608240, 5.980468
0.791618, 4.413795
-0.306383, 4.757908
1.442492, 5.083450
0.451228, 5.334254
-0.025149, 4.958375
1.290292, 5.041049
0.188280, 5.300039
